date,monthly_return,nav,num_stocks,year,return_0cost,return_001,return_002
2022-08-31,-0.08109227539448294,0.9189077246055171,100,2022,-0.08109227539448294,-0.08209227539448294,-0.08309227539448294
2022-09-30,0.07993905691071271,0.9923643414984511,100,2022,0.07993905691071271,0.07893905691071271,0.0779390569107127
2022-10-31,0.1557872199587639,1.1469620234467042,100,2022,0.1557872199587639,0.1547872199587639,0.1537872199587639
2022-11-30,-0.016678179585168085,1.1278327848422922,100,2022,-0.016678179585168085,-0.017678179585168086,-0.018678179585168084
2022-12-31,0.05240876737289147,1.1869411108986123,100,2022,0.05240876737289147,0.05140876737289147,0.05040876737289147
2023-01-31,-0.002333330274004811,1.1841715852710917,100,2023,-0.002333330274004811,-0.003333330274004811,-0.004333330274004811
2023-02-28,-0.08004701375967692,1.0893821860910782,100,2023,-0.08004701375967692,-0.08104701375967692,-0.08204701375967692
2023-03-31,-0.07688277455634815,1.005627461072136,100,2023,-0.07688277455634815,-0.07788277455634815,-0.07888277455634815
2023-04-30,-0.011276326516140868,0.9942876774674889,100,2023,-0.011276326516140868,-0.012276326516140867,-0.013276326516140868
2023-05-31,0.057727264222952504,1.0516851849382804,100,2023,0.057727264222952504,0.0567272642229525,0.0557272642229525
2023-06-30,-0.04074860882358635,1.0088304767316694,100,2023,-0.04074860882358635,-0.04174860882358635,-0.04274860882358635
2023-07-31,-0.04818645435758031,0.9602185130101029,100,2023,-0.04818645435758031,-0.04918645435758031,-0.05018645435758031
2023-08-31,-0.021341453919069713,0.9397260538624601,100,2023,-0.021341453919069713,-0.022341453919069713,-0.023341453919069714
2023-09-30,-0.027330340511884422,0.9140430208225097,100,2023,-0.027330340511884422,-0.028330340511884423,-0.02933034051188442
2023-10-31,0.07243116980481556,0.9802482260726113,100,2023,0.07243116980481556,0.07143116980481556,0.07043116980481556
2023-11-30,-0.010634328706522296,0.9698239442225698,100,2023,-0.010634328706522296,-0.011634328706522295,-0.012634328706522296
2023-12-31,-0.2110013320427793,0.7651898001446255,100,2023,-0.2110013320427793,-0.2120013320427793,-0.2130013320427793
2024-01-31,0.2131077830261305,0.9282577020476545,100,2024,0.2131077830261305,0.2121077830261305,0.2111077830261305
2024-02-29,0.04912550236474486,0.973858827984689,100,2024,0.04912550236474486,0.04812550236474486,0.04712550236474486
2024-03-31,-0.06208111899849453,0.9134005821968371,100,2024,-0.06208111899849453,-0.06308111899849453,-0.06408111899849453
2024-04-30,-0.02224891761113841,0.8930784078975738,100,2024,-0.02224891761113841,-0.02324891761113841,-0.024248917611138412
2024-05-31,-0.08452775735847531,0.8175884929327142,100,2024,-0.08452775735847531,-0.08552775735847531,-0.08652775735847532
2024-06-30,0.03936742748853203,0.849774848643701,100,2024,0.03936742748853203,0.03836742748853203,0.03736742748853203
2024-07-31,-0.08818003502654542,0.7748416727256222,100,2024,-0.08818003502654542,-0.08918003502654542,-0.09018003502654542
2024-08-31,0.32618080364173074,1.0275801522303687,100,2024,0.32618080364173074,0.32518080364173074,0.32418080364173074
2024-09-30,0.3865912624268621,1.4248336605258942,100,2024,0.3865912624268621,0.3855912624268621,0.3845912624268621
2024-10-31,0.08550301574346851,1.5466612354336635,100,2024,0.08550301574346851,0.08450301574346851,0.08350301574346851
2024-11-30,-0.06095591881533779,1.452383078731739,100,2024,-0.06095591881533779,-0.06195591881533779,-0.06295591881533778
2024-12-31,-0.0052175496270848295,1.444805197940918,100,2024,-0.0052175496270848295,-0.0062175496270848295,-0.0072175496270848296
2025-01-31,0.01255148127267391,1.4629396433255353,100,2025,0.01255148127267391,0.01155148127267391,0.01055148127267391
2025-02-28,0.013549900110822903,1.482762329360759,100,2025,0.013549900110822903,0.012549900110822902,0.011549900110822903
2025-03-31,-0.047558513614270735,1.4122443569331276,100,2025,-0.047558513614270735,-0.048558513614270736,-0.04955851361427074
2025-04-30,0.055501687000148084,1.4906263011993555,100,2025,0.055501687000148084,0.05450168700014808,0.05350168700014808
2025-05-31,0.08428714104490988,1.616266930493798,100,2025,0.08428714104490988,0.08328714104490988,0.08228714104490988
2025-06-30,0.004050993862097422,1.6228144179087394,100,2025,0.004050993862097422,0.003050993862097422,0.002050993862097422
2025-07-31,0.12373610302572725,1.8236151499147308,100,2025,0.12373610302572725,0.12273610302572725,0.12173610302572725
2025-08-31,-0.038754559148112634,1.752941748723966,100,2025,-0.038754559148112634,-0.039754559148112635,-0.040754559148112636
2025-09-30,0.00402599080057898,1.7599990760782798,100,2025,0.00402599080057898,0.00302599080057898,0.00202599080057898
2025-10-31,-0.052853884333018915,1.666976288485018,100,2025,-0.052853884333018915,-0.053853884333018916,-0.05485388433301892
2025-11-30,0.03438627623319711,1.7242973956150534,100,2025,0.03438627623319711,0.03338627623319711,0.032386276233197106
2025-12-31,0.05280933232231349,1.8153563898025884,100,2025,0.05280933232231349,0.05180933232231349,0.05080933232231349
2026-01-31,0.024617728852464844,1.8600463411773382,100,2026,0.024617728852464844,0.023617728852464843,0.022617728852464845
2026-02-28,-0.11022372356059308,1.6550251074575146,100,2026,-0.11022372356059308,-0.11122372356059308,-0.11222372356059308
2026-03-31,0.03042968739697198,1.7053870041115868,100,2026,0.03042968739697198,0.02942968739697198,0.028429687396971978
